,Accepted Symbol,Synonym Symbol,Scientific Name,Invasive,C:N Ratio,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Leaf Retention,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,"Frost Free Days, Minimum",Moisture Use,pH (Minimum),pH (Maximum),Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Palatable Browse Animal,Sheffields Aval
830,QUFA,,Quercus falcata,,High,Moderate,35.0,75.0,No,None,Yes,Yes,175.0,Medium,4.8,7.0,40.0,80.0,36.0,Intermediate,-13.0,Routinely Available,Yes,Low,True
831,QULA3,,Quercus laurifolia,,High,Rapid,28.0,70.0,No,None,Yes,Yes,220.0,Medium,4.2,6.5,40.0,70.0,36.0,Tolerant,-3.0,Routinely Available,Yes,High,True
832,QULY,,Quercus lyrata,,High,Moderate,30.0,80.0,No,None,No,Yes,180.0,High,4.5,7.5,36.0,60.0,24.0,Intermediate,-23.0,Routinely Available,Yes,Medium,False
833,QUMA2,,Quercus macrocarpa,,High,Slow,25.0,100.0,No,None,Yes,Yes,100.0,Medium,4.5,7.5,15.0,50.0,28.0,Intermediate,-38.0,Routinely Available,Yes,Medium,True
834,QUMA3,,Quercus marilandica,,High,Slow,20.0,25.0,No,None,Yes,Yes,185.0,Low,4.6,5.6,17.0,48.0,24.0,Intolerant,-13.0,Routinely Available,Yes,Medium,False
835,QUMI,,Quercus michauxii,,High,Moderate,35.0,80.0,No,None,No,Yes,180.0,Medium,4.5,6.5,40.0,70.0,28.0,Intolerant,-20.0,Routinely Available,Yes,Medium,False
836,QUMO4,,Quercus montana,,,,,,,,,,,,,,,,,,,,,,False
837,QUMO4,QUPR2,Quercus prinus,,High,Slow,25.0,73.0,No,None,Yes,Yes,120.0,Medium,4.5,6.5,32.0,80.0,36.0,Intermediate,-30.0,Routinely Available,Yes,Low,True
838,QUNI,,Quercus nigra,,High,Rapid,30.0,90.0,No,None,No,Yes,190.0,High,4.8,7.3,35.0,70.0,40.0,Intolerant,-20.0,Routinely Available,Yes,Low,True
839,QUPA5,,Quercus pagoda,,High,Moderate,60.0,120.0,No,None,No,Yes,210.0,Medium,4.5,6.0,40.0,70.0,36.0,Intolerant,-7.0,Routinely Available,Yes,Medium,True
840,QUPA2,,Quercus palustris,,High,Rapid,40.0,100.0,No,None,No,Yes,120.0,High,4.5,6.5,32.0,60.0,30.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
841,QUPH,,Quercus phellos,,High,Rapid,60.0,100.0,No,None,No,Yes,180.0,High,4.5,6.5,40.0,70.0,12.0,Intolerant,-23.0,Routinely Available,Yes,High,True
842,QURU,,Quercus rubra,,High,Moderate,36.0,81.0,No,None,Yes,Yes,100.0,Medium,4.3,7.3,30.0,80.0,36.0,Intermediate,-35.0,Routinely Available,Yes,Medium,True
843,QUSH,,Quercus shumardii,,High,Moderate,35.0,100.0,No,None,Yes,Yes,120.0,Medium,5.0,7.6,25.0,70.0,40.0,Intolerant,-22.0,Routinely Available,Yes,Low,False
844,QUST,,Quercus stellata,,High,Slow,25.0,60.0,No,None,Yes,Yes,165.0,Medium,4.8,6.5,22.0,80.0,36.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
845,QUTE,,Quercus texana,,High,Rapid,40.0,110.0,No,None,No,No,110.0,Medium,4.5,5.5,40.0,65.0,40.0,Intolerant,-18.0,Routinely Available,Yes,Medium,False
846,QUVE,,Quercus velutina,,High,Moderate,25.0,80.0,No,None,Yes,Yes,140.0,Medium,4.5,6.5,30.0,80.0,40.0,Intermediate,-30.0,Routinely Available,Yes,Medium,True
847,QUVI,,Quercus virginiana,,High,Rapid,25.0,50.0,Yes,None,Yes,Yes,240.0,Medium,4.5,7.3,32.0,70.0,40.0,Intermediate,7.0,Routinely Available,Yes,Low,False
848,RAAB,,Ranunculus abortivus,"KY, NE&GP",,Moderate,,2.8,No,None,No,Yes,110.0,Medium,5.0,7.5,16.0,58.0,4.0,Tolerant,-43.0,Routinely Available,Yes,Low,False
849,RAFL2,,Ranunculus flammula,,Medium,Moderate,,1.5,No,None,No,Yes,100.0,High,6.0,7.5,12.0,24.0,10.0,Tolerant,-33.0,Routinely Available,Yes,,False
850,RAHI,,Ranunculus hispidus,,,Rapid,,2.5,No,None,No,Yes,130.0,Medium,4.5,8.0,34.0,68.0,4.0,Tolerant,-33.0,Routinely Available,Yes,Medium,False
851,RALO2,,Ranunculus longirostris,,Medium,Moderate,,1.0,No,None,No,Yes,110.0,High,5.0,8.0,12.0,55.0,10.0,Tolerant,-28.0,Routinely Available,Yes,,False
852,RAPE2,,Ranunculus pensylvanicus,,,Moderate,,3.9,No,None,No,Yes,120.0,High,5.0,7.5,10.0,50.0,4.0,Tolerant,-28.0,Routinely Available,Yes,Medium,False
853,RARE3,,Ranunculus repens,WSWS,Medium,Rapid,,2.0,No,None,No,Yes,120.0,Medium,5.6,7.2,19.0,69.0,6.0,Tolerant,-28.0,Routinely Available,Yes,Medium,False
854,RACO3,,Ratibida columnifera,,Medium,Moderate,,3.1,No,None,Yes,Yes,90.0,Medium,5.9,7.0,16.0,40.0,14.0,Intolerant,-43.0,Routinely Available,Yes,Medium,False
855,RAPI,,Ratibida pinnata,,Medium,Moderate,,4.0,No,None,Yes,Yes,100.0,Medium,5.6,6.8,18.0,60.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Medium,True
856,RHAL,,Rhamnus alnifolia,,,Moderate,2.0,3.0,No,None,No,Yes,100.0,High,4.0,8.0,10.0,50.0,12.0,Tolerant,-33.0,Routinely Available,Yes,High,False
857,RHAR3,,Rhododendron arborescens,,High,Moderate,18.0,18.0,No,None,Yes,Yes,185.0,Medium,4.2,5.7,36.0,55.0,12.0,Tolerant,-13.0,Routinely Available,Yes,Medium,True
858,RHCA6,,Rhododendron canadense,,High,Moderate,12.0,18.0,Yes,None,Yes,Yes,120.0,High,4.0,5.3,35.0,50.0,16.0,Tolerant,-23.0,Routinely Available,Yes,Low,False
859,RHCA7,,Rhododendron canescens,,High,Slow,13.0,14.0,No,None,No,Yes,200.0,Medium,4.3,5.8,32.0,50.0,14.0,Tolerant,-13.0,Routinely Available,Yes,Low,True
860,RHMA3,,Rhododendron macrophyllum,,High,Moderate,10.0,15.0,Yes,None,No,Yes,270.0,High,5.5,7.0,55.0,125.0,12.0,Intermediate,7.0,Routinely Available,Yes,Low,False
861,RHMA4,,Rhododendron maximum,,High,Slow,15.0,25.0,Yes,None,Yes,Yes,150.0,Medium,4.0,5.5,36.0,60.0,18.0,Tolerant,-13.0,Routinely Available,Yes,,True
862,RHVI2,,Rhododendron viscosum,,,Slow,13.0,16.0,No,None,Yes,Yes,160.0,High,4.0,7.0,35.0,55.0,14.0,Tolerant,-18.0,Routinely Available,Yes,Low,True
863,RHCO,,Rhus copallinum,,High,Moderate,8.0,8.0,No,None,Yes,Yes,140.0,Low,5.3,7.5,28.0,60.0,14.0,Intolerant,-28.0,Routinely Available,Yes,Low,False
864,RHGL,,Rhus glabra,NE&GP,High,Moderate,12.0,12.0,No,None,Yes,Yes,135.0,Low,5.3,7.5,30.0,60.0,24.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
865,RHMI3,,Rhus microphylla,,High,Moderate,10.0,10.0,No,None,Yes,Yes,150.0,Low,7.0,8.5,8.0,26.0,12.0,Intolerant,-13.0,Routinely Available,Yes,Medium,False
866,RHTR,,Rhus trilobata,,High,Slow,4.0,4.0,No,None,Yes,Yes,140.0,Low,6.5,8.2,8.0,20.0,12.0,Intermediate,-53.0,Routinely Available,Yes,Medium,True
867,RHTY,,Rhus typhina,N'EAST,,,,,,,,,,,,,,,,,,,,,True
868,RHTY,RHHI2,Rhus hirta,,Medium,Rapid,30.0,30.0,No,None,Yes,Yes,100.0,Low,4.5,7.2,24.0,50.0,20.0,Intermediate,-33.0,Routinely Available,Yes,Medium,False
869,RIAU,,Ribes aureum,,Medium,Moderate,10.0,10.0,No,None,No,Yes,150.0,Low,6.0,8.0,12.0,20.0,20.0,Intermediate,-38.0,Routinely Available,Yes,High,True
870,RICE,,Ribes cereum,,Medium,Rapid,3.0,3.0,No,None,Yes,Yes,300.0,Low,6.5,7.5,13.0,35.0,12.0,Intolerant,-23.0,Routinely Available,No,High,True
871,RIIN2,,Ribes inerme,,High,Moderate,8.0,8.0,No,None,Yes,Yes,130.0,Medium,6.0,7.5,12.0,24.0,12.0,Tolerant,-28.0,Routinely Available,Yes,Medium,False
872,RIMO2,,Ribes montigenum,,High,Rapid,1.0,1.0,No,None,Yes,Yes,120.0,Medium,7.0,8.0,10.0,35.0,12.0,Intermediate,-3.0,Routinely Available,Yes,Medium,False
873,RITR,,Ribes triste,,Medium,Moderate,5.0,2.0,No,None,Yes,Yes,115.0,Medium,5.0,7.5,9.0,60.0,12.0,Tolerant,-62.0,Routinely Available,Yes,High,False
874,RONE,,Robinia neomexicana,,Medium,Rapid,4.0,25.0,No,Low,Yes,Yes,160.0,Medium,7.0,8.5,9.0,35.0,12.0,Intolerant,-23.0,Routinely Available,Yes,High,False
875,ROPS,,Robinia pseudoacacia,"Cal-IPC, N'EAST",Medium,Rapid,40.0,60.0,No,Medium,Yes,Yes,140.0,Medium,4.6,8.2,16.0,65.0,36.0,Intolerant,-37.0,Routinely Available,Yes,Low,True
876,ROPA,,Rosa palustris,,,Moderate,8.0,8.2,No,None,No,Yes,95.0,Medium,4.0,7.0,35.0,50.0,18.0,Tolerant,-33.0,Routinely Available,Yes,Low,True
877,RORU82,,Rosa rubiginosa,,,,,,,,,,,,,,,,,,,,,,False
878,RORU82,ROEG,Rosa eglanteria,,High,Moderate,10.0,10.0,No,None,Yes,Yes,100.0,Medium,5.2,7.5,32.0,45.0,20.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
879,RORU,,Rosa rugosa,STATE,High,Moderate,5.0,5.0,No,None,Yes,Yes,140.0,Medium,5.5,7.5,34.0,60.0,14.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
880,ROWI,,Rosa wichuraiana,,,Rapid,,1.0,No,None,Yes,Yes,140.0,Medium,4.8,7.0,35.0,55.0,16.0,Intolerant,-23.0,Routinely Available,Yes,Low,False
881,ROWO,,Rosa woodsii,,Medium,Rapid,3.0,3.0,No,None,Yes,Yes,150.0,Medium,5.0,8.0,12.0,40.0,12.0,Intermediate,-43.0,Routinely Available,Yes,Medium,True
882,ROOF,,Rosmarinus officinalis,,High,Moderate,5.0,5.0,Yes,None,Yes,Yes,200.0,Low,5.0,7.5,14.0,45.0,14.0,Intolerant,-3.0,Routinely Available,Yes,Low,True
883,ROBO,,Roystonea borinquena,,,Moderate,40.0,50.0,Yes,None,Yes,Yes,365.0,,5.0,7.5,30.0,150.0,36.0,Tolerant,40.0,Routinely Available,Yes,Medium,False
884,RUAR,,Rubus arcticus,,Medium,Moderate,2.0,1.0,No,None,Yes,No,120.0,,5.0,7.0,10.0,79.0,12.0,Intolerant,-62.0,Routinely Available,Yes,Low,False
885,RUCH,,Rubus chamaemorus,,High,Rapid,,1.0,No,None,No,Yes,90.0,High,4.0,5.2,35.0,55.0,12.0,Intermediate,-38.0,Routinely Available,Yes,High,False
886,RUHI,,Rubus hispidus,,,Moderate,,2.0,No,None,Yes,Yes,140.0,High,4.5,7.0,30.0,70.0,12.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
887,RUID,,Rubus idaeus,,Medium,Moderate,9.0,6.0,No,None,No,No,88.0,,5.0,7.5,10.0,104.0,12.0,Tolerant,-62.0,Routinely Available,Yes,Low,True
888,RUOC,,Rubus occidentalis,,Low,Rapid,5.0,6.0,No,None,No,Yes,129.0,Medium,5.2,7.5,24.0,45.0,12.0,Intermediate,-28.0,Routinely Available,Yes,High,True
889,RUHI2,,Rudbeckia hirta,SWSS,Medium,Rapid,,1.0,No,None,No,Yes,150.0,Medium,6.0,7.0,28.0,65.0,10.0,Intolerant,-23.0,Routinely Available,Yes,Low,True
890,RULA3,,Rudbeckia laciniata,,,Rapid,,8.2,No,None,Yes,Yes,100.0,Low,4.5,7.0,15.0,55.0,12.0,Tolerant,-38.0,Routinely Available,Yes,High,True
891,RUAR6,,Rumex arcticus,,Medium,Moderate,,1.0,No,None,Yes,No,120.0,,5.0,7.8,10.0,79.0,12.0,Intolerant,-62.0,Routinely Available,Yes,Low,False
892,SACA,,Sabal causiarum,,,Slow,75.0,50.0,Yes,None,Yes,Yes,340.0,,6.0,8.0,30.0,55.0,36.0,Intolerant,28.0,Routinely Available,Yes,Medium,False
893,SAMI8,,Sabal minor,,High,Slow,4.0,9.0,Yes,None,No,Yes,180.0,High,5.5,6.5,35.0,80.0,18.0,Tolerant,7.0,Routinely Available,Yes,Low,True
894,SAGI,,Saccharum giganteum,,High,Rapid,,9.8,No,None,Yes,Yes,110.0,Medium,3.5,7.0,35.0,60.0,24.0,Intolerant,-28.0,Routinely Available,No,,False
895,SAOF,,Saccharum officinarum,,Medium,Rapid,,12.0,Yes,None,Yes,Yes,365.0,Medium,4.0,7.0,40.0,80.0,24.0,Intermediate,17.0,Routinely Available,Yes,High,False
896,SARA3,,Saccharum ravennae,,High,Rapid,,7.0,No,None,Yes,Yes,185.0,Medium,4.8,7.0,28.0,55.0,14.0,Intolerant,-8.0,Routinely Available,No,Low,False
897,SACU,,Sagittaria cuneata,,,Moderate,,2.6,No,None,No,Yes,95.0,Medium,4.7,8.6,14.0,50.0,14.0,Intolerant,-33.0,Routinely Available,Yes,High,False
898,SALA2,,Sagittaria latifolia,SWSS,,Moderate,,4.9,No,None,No,Yes,95.0,High,4.7,8.9,14.0,50.0,18.0,Intolerant,-33.0,Routinely Available,Yes,High,False
899,SADE10,,Salicornia depressa,,,,,,,,,,,,,,,,,,,,,,False
900,SADE10,SAVI,Salicornia virginica,,,Slow,,1.0,No,None,Yes,Yes,120.0,Medium,6.6,8.5,40.0,60.0,6.0,Intolerant,12.0,Routinely Available,Yes,,False
901,SAAL2,,Salix alba,,High,Rapid,45.0,70.0,No,None,Yes,Yes,100.0,High,4.5,7.8,20.0,90.0,24.0,Intolerant,-33.0,Routinely Available,No,Medium,False
902,SAAM2,,Salix amygdaloides,,Medium,Rapid,45.0,60.0,No,None,Yes,Yes,130.0,High,6.0,8.0,24.0,60.0,30.0,Intolerant,-33.0,Routinely Available,No,Medium,False
903,SABO2,,Salix boothii,,Medium,Rapid,24.0,24.0,No,None,Yes,Yes,270.0,High,5.5,8.0,55.0,125.0,12.0,Tolerant,13.0,Routinely Available,Yes,High,False
904,SACA5,,Salix caroliniana,,,Rapid,25.0,33.0,No,None,Yes,Yes,130.0,High,4.5,8.8,30.0,60.0,20.0,Intermediate,2.0,Routinely Available,Yes,Medium,False
905,SADI,,Salix discolor,,,Rapid,20.0,40.0,No,None,Yes,Yes,95.0,High,4.0,7.0,20.0,50.0,20.0,Tolerant,-33.0,Routinely Available,Yes,Medium,False
906,SADR,,Salix drummondiana,,High,Rapid,12.0,12.0,No,None,Yes,Yes,110.0,High,5.2,7.4,16.0,40.0,20.0,Intermediate,-28.0,Routinely Available,Yes,Medium,False
907,SAER,,Salix eriocephala,,,Rapid,40.0,52.0,No,None,No,Yes,95.0,High,4.0,7.0,20.0,50.0,20.0,Tolerant,-38.0,Routinely Available,Yes,Medium,False
908,SAEX,,Salix exigua,,Medium,Rapid,10.0,10.0,No,None,Yes,Yes,120.0,High,6.0,8.5,20.0,30.0,20.0,Intermediate,-38.0,Routinely Available,No,Low,False
909,SAGE2,,Salix geyeriana,,Medium,Rapid,15.0,15.0,No,None,Yes,Yes,120.0,High,6.5,7.5,19.0,69.0,6.0,Tolerant,-38.0,Routinely Available,Yes,High,False
910,SAGO,,Salix gooddingii,,High,Rapid,40.0,40.0,No,None,Yes,Yes,140.0,High,5.7,7.4,12.0,55.0,28.0,Intolerant,-23.0,Routinely Available,Yes,Medium,False
911,SAIN3,,Salix interior,,,Rapid,45.0,30.0,No,None,No,No,120.0,,4.0,7.8,10.0,70.0,36.0,Intolerant,-62.0,Routinely Available,Yes,Medium,False
912,SALU,,Salix lucida,,High,Rapid,13.0,13.0,No,None,No,Yes,80.0,High,5.8,7.2,30.0,60.0,10.0,Intermediate,-43.0,Routinely Available,No,Medium,False
913,SALUL,,Salix lucida ssp. lasiandra,,,Rapid,80.0,53.0,No,None,Yes,No,120.0,,6.0,7.0,16.0,24.0,36.0,Intolerant,-30.0,Routinely Available,Yes,Medium,False
914,SALU2,,Salix lutea,,High,Rapid,16.0,16.0,No,None,Yes,Yes,80.0,High,5.8,7.2,20.0,60.0,10.0,Intermediate,-43.0,Routinely Available,No,Medium,False
915,SAMO2,,Salix monticola,,High,Moderate,18.0,12.0,No,None,Yes,No,88.0,Low,5.0,7.0,8.0,18.0,36.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
916,SANI,,Salix nigra,,Medium,Rapid,50.0,100.0,No,None,Yes,Yes,120.0,High,4.8,8.0,18.0,80.0,32.0,Intolerant,-58.0,Routinely Available,No,Low,False
917,SAPL2,,Salix planifolia,,High,Rapid,8.0,8.0,No,None,Yes,Yes,80.0,Medium,4.5,6.0,18.0,60.0,16.0,Intolerant,-38.0,Routinely Available,No,Medium,False
918,SAPR3,,Salix prolixa,,High,Moderate,68.0,45.0,No,None,Yes,No,49.0,Low,5.0,7.0,16.0,86.0,36.0,Intolerant,-50.0,Routinely Available,Yes,Low,False
919,SASE10,,Salix ×sepulcralis,,High,Rapid,45.0,70.0,No,None,Yes,Yes,100.0,High,4.5,7.5,30.0,90.0,24.0,Intolerant,-23.0,Routinely Available,No,Low,False
920,SASE,,Salix sericea,,High,Rapid,12.0,12.0,No,None,Yes,Yes,165.0,High,5.2,7.0,32.0,55.0,18.0,Intermediate,-28.0,Routinely Available,Yes,Medium,False
921,SASI2,,Salix sitchensis,,High,Rapid,23.0,23.0,No,None,Yes,Yes,165.0,High,5.5,7.5,35.0,60.0,24.0,Intolerant,-18.0,Routinely Available,No,High,False
922,SANIC4,,Sambucus nigra ssp. canadensis,,High,Rapid,7.0,7.0,No,None,No,Yes,100.0,Medium,5.0,8.9,34.0,60.0,16.0,Intolerant,-28.0,Routinely Available,Yes,Medium,False
923,SASAD,,Sapindus saponaria var. drummondii,,High,Moderate,20.0,20.0,No,None,Yes,Yes,150.0,Low,7.0,8.5,10.0,15.0,12.0,Intolerant,-13.0,Routinely Available,Yes,Low,False
924,SAAL5,,Sassafras albidum,,High,Moderate,24.0,75.0,No,None,Yes,Yes,160.0,Low,4.5,7.3,30.0,80.0,18.0,Intolerant,-27.0,Routinely Available,Yes,Medium,True
925,SCSE6,,Scaevola sericea,FLEPPC,Medium,Moderate,10.0,10.0,Yes,None,Yes,Yes,365.0,Low,5.5,8.0,20.0,150.0,20.0,Intermediate,31.0,Routinely Available,Yes,Low,False
926,SCAR7,,Schedonorus arundinaceus,,,,,,,,,,,,,,,,,,,,,,False
927,SCAR7,LOAR10,Lolium arundinaceum,,Low,Rapid,,3.0,No,None,No,Yes,110.0,Medium,5.0,9.0,30.0,65.0,12.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
928,SCPR4,,Schedonorus pratensis,,,,,,,,,,,,,,,,,,,,,,False
929,SCPR4,LOPR7,Lolium pratense,,Medium,Moderate,,2.0,No,None,No,Yes,120.0,Medium,5.5,8.5,33.0,50.0,12.0,Intermediate,-23.0,Routinely Available,Yes,Low,False
930,SCTE,,Schinus terebinthifolius,"Cal-IPC, FLEPPC, HEAR, STATE",High,Moderate,15.0,30.0,Yes,None,Yes,Yes,365.0,High,6.5,7.5,24.0,40.0,12.0,Intolerant,28.0,Routinely Available,Yes,Low,False
931,SCSC,,Schizachyrium scoparium,,Medium,Moderate,,3.0,No,None,Yes,Yes,100.0,Low,5.0,8.4,12.0,45.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Medium,True
932,SCSCD,,Schizachyrium scoparium var. divergens,,Medium,Rapid,,4.0,No,None,Yes,Yes,220.0,Medium,5.8,6.8,34.0,48.0,10.0,Intolerant,-3.0,Routinely Available,Yes,Medium,False
933,SCACA,,Schoenoplectus acutus var. acutus,,,Moderate,,9.8,No,None,No,Yes,110.0,High,5.2,8.5,12.0,60.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
934,SCCA11,,Schoenoplectus californicus,,Medium,Moderate,,6.6,No,None,No,Yes,200.0,High,5.0,9.0,40.0,60.0,14.0,Intolerant,17.0,Routinely Available,Yes,,False
935,SCPUP5,,Schoenoplectus pungens var. pungens,,Medium,Moderate,,4.9,No,None,Yes,Yes,120.0,High,3.7,7.5,12.0,60.0,14.0,Intolerant,-38.0,Routinely Available,No,,False
936,SCTA2,,Schoenoplectus tabernaemontani,,High,Rapid,,9.0,No,None,Yes,Yes,80.0,High,5.4,7.5,18.0,55.0,16.0,Intolerant,-38.0,Routinely Available,Yes,,False
937,SCAT2,,Scirpus atrovirens,,,Moderate,,5.9,No,None,No,Yes,180.0,Medium,4.0,8.0,16.0,60.0,12.0,Intolerant,-53.0,Routinely Available,Yes,,True
938,SCCY,,Scirpus cyperinus,,,Moderate,,4.9,No,None,Yes,Yes,110.0,High,4.8,7.2,40.0,60.0,12.0,Intermediate,-33.0,Routinely Available,Yes,,True
939,SCGE2,,Scirpus georgianus,,High,Moderate,,4.5,No,None,No,Yes,80.0,Medium,4.5,7.0,35.0,55.0,9.0,Intermediate,-38.0,Routinely Available,Yes,,False
940,SCMI2,,Scirpus microcarpus,,High,Rapid,,5.5,No,None,Yes,Yes,80.0,Medium,5.4,7.4,12.0,38.0,12.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
941,SCPA8,,Scirpus pallidus,,High,Rapid,,5.0,No,None,Yes,Yes,80.0,Medium,5.3,7.2,16.0,28.0,10.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
942,SCPE4,,Scirpus pendulus,,High,Moderate,,4.0,No,None,Yes,Yes,80.0,Medium,4.9,7.0,30.0,55.0,10.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
943,SECE,,Secale cereale,"STATE, SWSS, WSWS",Medium,Rapid,,3.5,No,None,Yes,Yes,110.0,High,4.5,8.2,8.0,50.0,8.0,Intolerant,-33.0,Routinely Available,Yes,High,True
944,SEVA4,,Securigera varia,,,,,,,,,,,,,,,,,,,,,,False
945,SEVA4,COVA2,Coronilla varia,"SEEPPC, WI",Low,Moderate,,3.0,No,Medium,Yes,Yes,130.0,Medium,4.8,7.8,20.0,65.0,12.0,Intermediate,-35.0,Routinely Available,Yes,High,True
946,SETR,,Senecio triangularis,,High,Moderate,,4.0,No,None,No,Yes,145.0,High,6.2,7.8,14.0,60.0,10.0,Intermediate,-33.0,Routinely Available,Yes,High,False
947,SEMA11,,Senna marilandica,,,Rapid,,6.6,No,Medium,Yes,Yes,160.0,Low,4.0,7.0,20.0,60.0,12.0,Intermediate,-18.0,Routinely Available,Yes,High,True
948,SESE3,,Sequoia sempervirens,,High,Rapid,60.0,250.0,Yes,None,Yes,Yes,180.0,Medium,5.0,7.0,20.0,200.0,40.0,Tolerant,7.0,Routinely Available,Yes,Low,True
949,SEGI2,,Sequoiadendron giganteum,,High,Slow,35.0,200.0,Yes,None,Yes,Yes,130.0,Medium,5.5,7.5,35.0,55.0,40.0,Intolerant,-24.0,Routinely Available,Yes,Low,True
950,SERE2,,Serenoa repens,,High,Slow,10.0,7.0,Yes,None,Yes,Yes,180.0,High,4.5,7.5,35.0,80.0,18.0,Tolerant,7.0,Routinely Available,Yes,Low,False
951,SEGR5,,Sesbania grandiflora,,Medium,Rapid,20.0,20.0,Yes,Medium,Yes,Yes,365.0,Low,5.5,7.0,30.0,60.0,24.0,Intermediate,49.0,Routinely Available,Yes,High,True
952,SETO3,,Sesbania tomentosa,,Low,Moderate,2.0,2.0,Yes,Medium,Yes,Yes,365.0,Medium,6.0,8.0,20.0,40.0,18.0,Intermediate,50.0,Routinely Available,No,,False
953,SEIT,,Setaria italica,SEEPPC,Medium,Rapid,,5.0,No,None,No,Yes,110.0,Low,5.3,6.9,25.0,60.0,8.0,Intolerant,52.0,Routinely Available,Yes,Medium,False
954,SEPU8,,Setaria pumila,SEEPPC,Medium,Rapid,,3.0,No,None,No,Yes,110.0,Low,5.0,7.0,25.0,60.0,8.0,Intolerant,52.0,Routinely Available,Yes,Medium,False
955,SEVU2,,Setaria vulpiseta,,Medium,Moderate,,3.0,No,None,No,Yes,180.0,Medium,6.0,8.0,12.0,24.0,18.0,Intermediate,-13.0,Routinely Available,Yes,Medium,False
956,SHAR,,Shepherdia argentea,,Medium,Rapid,18.0,18.0,No,Medium,Yes,Yes,110.0,Medium,5.3,8.0,15.0,20.0,24.0,Intermediate,-38.0,Routinely Available,Yes,Medium,False
957,SHCA,,Shepherdia canadensis,,Medium,Rapid,6.0,6.0,No,Medium,Yes,Yes,95.0,Medium,5.3,8.0,15.0,30.0,24.0,Intermediate,-63.0,Routinely Available,Yes,Medium,False
958,SINE3,,Sidalcea neomexicana,,Medium,Moderate,,2.5,No,None,No,Yes,135.0,High,6.2,7.8,10.0,28.0,12.0,Tolerant,-23.0,Routinely Available,Yes,,False
959,SIOR,,Sidalcea oregana,,Medium,Moderate,,4.5,No,None,Yes,Yes,120.0,High,6.4,8.0,10.0,28.0,12.0,Tolerant,-38.0,Routinely Available,Yes,,False
960,SIAN3,,Sisyrinchium angustifolium,,High,Moderate,,2.0,No,None,No,Yes,180.0,Medium,5.0,7.0,32.0,60.0,4.0,Intermediate,-3.0,Routinely Available,Yes,Low,False
961,SIID,,Sisyrinchium idahoense,,Medium,Moderate,,1.7,No,None,Yes,Yes,120.0,High,6.4,8.2,10.0,32.0,8.0,Tolerant,-38.0,Routinely Available,Yes,,False
962,SMWA,,Smilax walteri,,,Rapid,,1.0,Yes,None,Yes,Yes,180.0,High,4.0,7.0,40.0,60.0,12.0,Tolerant,-8.0,Routinely Available,Yes,High,False
963,SOLYL,,Solanum lycopersicum var. lycopersicum,,Medium,Rapid,,6.0,No,None,No,Yes,365.0,High,5.5,7.0,60.0,80.0,24.0,Intermediate,32.0,Routinely Available,Yes,,False
964,SOME,,Solanum melongena,,Medium,Rapid,,4.0,Yes,None,Yes,Yes,365.0,High,5.5,7.2,60.0,80.0,24.0,Intermediate,17.0,Routinely Available,Yes,,True
965,SOCA6,,Solidago canadensis,"N'EAST, WSWS",High,Rapid,,3.5,No,None,Yes,Yes,80.0,Medium,4.8,7.5,16.0,60.0,12.0,Intolerant,-43.0,Routinely Available,Yes,Low,True
966,SOGI,,Solidago gigantea,,,Moderate,,8.2,No,None,No,Yes,110.0,Medium,4.0,8.0,14.0,50.0,16.0,Intermediate,-33.0,Routinely Available,Yes,Medium,False
967,SOPA2,,Solidago patula,,,Moderate,,6.6,No,None,Yes,Yes,100.0,High,4.5,7.0,20.0,60.0,6.0,Intermediate,-43.0,Routinely Available,Yes,Medium,False
968,SORU2,,Solidago rugosa,,High,Rapid,,3.3,No,None,Yes,Yes,95.0,Medium,5.0,7.5,24.0,60.0,12.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
969,SOSE,,Solidago sempervirens,,Medium,Moderate,,3.5,No,None,Yes,Yes,180.0,Low,5.5,7.5,35.0,60.0,14.0,Intolerant,-13.0,Routinely Available,Yes,Low,False
970,SOCH,,Sophora chrysophylla,,Low,Moderate,40.0,40.0,Yes,Medium,Yes,Yes,350.0,Medium,5.5,7.5,40.0,150.0,24.0,Intermediate,24.0,Routinely Available,Yes,High,False
